编号,类别,图题或文件主题,参考来源,原发布页,作者,台账许可线索,本次处理
assets/generated/interactive-diagrams/box-girder.svg,本书自制静态图,box-girder,,,,,自制图：公开预览保留，出版质量继续复核
G:buckling,本书自制静态图,屈曲与稳定（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:deterioration,本书自制静态图,时变劣化（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:eccentric,本书自制静态图,偏心受力（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
assets/generated/interactive-diagrams/forcepath.svg,本书自制静态图,forcepath,,,,,自制图：公开预览保留，出版质量继续复核
G:influence,本书自制静态图,影响线与移动荷载（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:loadmap,本书自制静态图,荷载映射（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:mesh,本书自制静态图,网格与离散（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:modal,本书自制静态图,模态（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:prestress,本书自制静态图,预应力作用（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:resonance,本书自制静态图,动力放大（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:restraint,本书自制静态图,约束与自由度（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:scale,本书自制静态图,尺度效应（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:spectrum,本书自制静态图,反应谱（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:staymatrix,本书自制静态图,索力影响矩阵（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:suspension,本书自制静态图,悬索线形（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:thermal,本书自制静态图,温度作用（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:transverse,本书自制静态图,横向分布（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:windforce,本书自制静态图,静风力（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
assets/source-drafts/ch01/qlgc-1-1-11.jpg,正文占位：在线教材图,qlgc-1-1-11,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/qlgc-1-1-12.jpg,正文占位：在线教材图,qlgc-1-1-12,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/qlgc-1-1-5.jpg,正文占位：在线教材图,qlgc-1-1-5,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/qlgc-1-1-6.jpg,正文占位：在线教材图,qlgc-1-1-6,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/qlgc-1-1-9.jpg,正文占位：在线教材图,qlgc-1-1-9,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/qlgc-1-2-3.jpg,正文占位：在线教材图,qlgc-1-2-3,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/qlgc-1-2-8.jpg,正文占位：在线教材图,qlgc-1-2-8,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/qlgc-1-2-9.jpg,正文占位：在线教材图,qlgc-1-2-9,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/xiao-system-beam-arch-p8.png,正文占位：教材PDF裁图,xiao-system-beam-arch-p8,肖汝诚《桥梁结构体系》，按图源与版权台账登记,,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch01/xiao-system-stay-suspension-p9.png,正文占位：教材PDF裁图,xiao-system-stay-suspension-p9,肖汝诚《桥梁结构体系》，按图源与版权台账登记,,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-3-15.jpg,正文占位：在线教材图,qlgc-2-3-15,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-3-2.jpg,正文占位：在线教材图,qlgc-2-3-2,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-4-13.jpg,正文占位：在线教材图,qlgc-2-4-13,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-4-14.png,正文占位：在线教材图,qlgc-2-4-14,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-4-18.png,正文占位：在线教材图,qlgc-2-4-18,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-4-20.jpg,正文占位：在线教材图,qlgc-2-4-20,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-4-48.png,正文占位：在线教材图,qlgc-2-4-48,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-4-51.png,正文占位：在线教材图,qlgc-2-4-51,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-6-13.jpg,正文占位：在线教材图,qlgc-2-6-13,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-6-16.jpg,正文占位：在线教材图,qlgc-2-6-16,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-6-2.jpg,正文占位：在线教材图,qlgc-2-6-2,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/qlgc-2-6-9.jpg,正文占位：在线教材图,qlgc-2-6-9,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/wsdot-prestressed-girder-families.png,正文占位：官方资料图待核,wsdot-prestressed-girder-families,官方资料占位图；须结合图注回查，不能由政府机构名称推定开放许可,,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch03/xiao-fig3-12-load-path-p72.png,正文占位：教材PDF裁图,xiao-fig3-12-load-path-p72,肖汝诚《桥梁结构体系》，按图源与版权台账登记,,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-1-1.jpg,正文占位：在线教材图,qlgc-3-1-1,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-1-2.jpg,正文占位：在线教材图,qlgc-3-1-2,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-2-12.jpg,正文占位：在线教材图,qlgc-3-2-12,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-2-14.jpg,正文占位：在线教材图,qlgc-3-2-14,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-2-15.jpg,正文占位：在线教材图,qlgc-3-2-15,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-3-2.jpg,正文占位：在线教材图,qlgc-3-3-2,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-3-3.jpg,正文占位：在线教材图,qlgc-3-3-3,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-4-25.jpg,正文占位：在线教材图,qlgc-3-4-25,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-4-26.jpg,正文占位：在线教材图,qlgc-3-4-26,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch04/qlgc-3-4-9.jpg,正文占位：在线教材图,qlgc-3-4-9,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch05/4-1-1.png,正文占位：在线教材图,4-1-1,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch05/4-1-2.png,正文占位：在线教材图,4-1-2,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch05/4-1-3.png,正文占位：在线教材图,4-1-3,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch05/4-1-4.png,正文占位：在线教材图,4-1-4,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch06/5-1-1.png,正文占位：在线教材图,5-1-1,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
assets/source-drafts/ch06/5-1-2.png,正文占位：在线教材图,5-1-2,刘龄嘉、王晓明《桥梁工程》（第2版）在线教材，按图源与版权台账登记,https://github.com/longyu8101/qlgc/blob/master/source/index.rst,,,外部参考候选：本次不公开原图；逐图授权或独立制图
